measure,location,sex,age,cause,metric,year,val,upper,lower
Incidence,San Marino,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,2.488835428,3.754858248,1.545792525
Incidence,Honduras,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1064.659887,1460.613304,726.4753268
Incidence,Tunisia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1278.434142,1685.009594,931.1831293
Incidence,Germany,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,5065.702173,7428.073761,3178.803154
Incidence,Republic of Korea,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1690.144074,2506.828882,1071.802399
Incidence,Syrian Arab Republic,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1590.296387,2064.450489,1159.246237
Incidence,Estonia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,46.4741558,70.6606353,26.70148911
Incidence,Singapore,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,81.13772689,121.3200976,50.4110445
Incidence,Bosnia and Herzegovina,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,190.3193515,271.3058549,124.9295967
Incidence,Pakistan,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,11874.08067,17259.58247,7000.413479
Incidence,Eritrea,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,455.4968289,644.2911094,308.5682689
Incidence,Sweden,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,276.2359375,383.4646877,182.5588151
Incidence,Greece,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,351.6676484,534.0877347,216.359756
Incidence,Cook Islands,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,0.25191129,0.364487234,0.164362532
Incidence,Bulgaria,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,538.6392483,783.1848011,349.2674085
Incidence,Bahamas,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,19.87208144,28.42001269,13.0260147
Incidence,Egypt,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,33910.77444,44179.87807,25113.49194
Incidence,Cabo Verde,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,17.62489064,26.63393599,11.32631794
Incidence,Taiwan (Province of China),Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1757.849483,2481.513779,1144.316572
Incidence,Senegal,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,390.3400345,592.0617643,242.7894791
Incidence,Zambia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1169.864166,1607.759969,817.4977261
Incidence,Tokelau,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,0.033506622,0.048385026,0.021823115
Incidence,Viet Nam,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,10016.9415,13998.82368,6903.192993
Incidence,Turkey,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,5270.66872,7081.914542,3602.920537
Incidence,Saint Vincent and the Grenadines,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,4.421485385,6.486613286,2.819856177
Incidence,Nicaragua,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,864.0024779,1134.147832,622.8334984
Incidence,Azerbaijan,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1288.452153,1889.249228,836.3280973
Incidence,Fiji,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,23.72353212,33.92058778,15.89403853
Incidence,Croatia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,345.3534582,506.2198763,217.8275524
Incidence,Mexico,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,24716.22906,32881.79394,17430.79627
Incidence,Greenland,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,4.089617344,5.319395642,2.95480098
Incidence,Iceland,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,3.152459154,4.882247364,1.879635623
Incidence,Sierra Leone,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,180.2955138,273.4235537,112.1720214
Incidence,Switzerland,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,331.2800826,493.2429811,205.7808324
Incidence,Chad,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,309.8105139,464.6512929,198.1340528
Incidence,Australia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1213.206369,1544.539829,917.3012349
Incidence,Côte d'Ivoire,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,659.6786525,1008.765985,415.4073936
Incidence,Kazakhstan,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,2757.343783,3951.367044,1823.379212
Incidence,Tuvalu,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,0.390246301,0.562685804,0.249578615
Incidence,Trinidad and Tobago,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,47.46363762,69.86328157,30.73723589
Incidence,United Arab Emirates,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1039.598177,1395.341006,738.4004057
Incidence,Latvia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,59.93371871,92.54195226,35.3128826
Incidence,Botswana,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,183.6568696,258.0652851,121.3389335
Incidence,Barbados,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,10.89644067,15.73732108,7.029680855
Incidence,Kiribati,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,4.582881163,6.895161022,2.823767789
Incidence,Iran (Islamic Republic of),Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,6145.893841,8319.228165,4097.564049
Incidence,Angola,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1368.999228,1887.334563,942.9854238
Incidence,Suriname,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,35.7967092,52.08697432,23.17967621
Incidence,United Kingdom,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1264.039577,1667.042834,915.1815342
Incidence,Panama,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,315.498084,410.7266531,220.6938337
Incidence,Georgia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,264.8282473,386.3621443,169.0435273
Incidence,Gambia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,54.48708051,82.94390927,34.75011801
Incidence,Guam,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,6.60104252,9.567475057,4.279558467
Incidence,Ethiopia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,6019.089857,8480.626992,3740.270886
Incidence,Cambodia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,2602.642947,3639.2361,1756.684443
Incidence,Ireland,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,164.1438433,244.5493584,104.177477
Incidence,Kyrgyzstan,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,715.5535501,1013.82028,478.4152386
Incidence,Czechia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,586.2549107,862.3872754,369.5165773
Incidence,United States Virgin Islands,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,6.421495641,9.304813078,4.103562073
Incidence,Cuba,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,538.3162761,788.40985,350.9184561
Incidence,Bolivia (Plurinational State of),Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,484.0751481,728.1111958,303.2829194
Incidence,Lithuania,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,115.7776676,177.3440882,67.78501282
Incidence,Togo,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,211.1052786,323.8326508,130.9826453
Incidence,Mongolia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,641.7903908,921.9815261,416.0235449
Incidence,Belize,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,23.22181803,33.4697157,15.00414697
Incidence,Iraq,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,2628.836227,3376.633084,1977.795149
Incidence,Democratic Republic of the Congo,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,5721.517525,7910.150708,3949.236387
Incidence,Madagascar,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1466.163168,2021.696459,998.3229914
Incidence,Monaco,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1.814226528,2.756308377,1.121895393
Incidence,Lesotho,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,129.7489783,190.1149896,83.54396182
Incidence,Republic of Moldova,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,590.6189844,904.2357444,358.9788623
Incidence,Nauru,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,0.446782367,0.659367443,0.283367046
Incidence,Malawi,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,993.1876172,1393.541315,682.6754972
Incidence,Jordan,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,747.9385128,943.1606579,564.1691273
Incidence,Mauritius,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,78.9946024,109.4545521,51.33934661
Incidence,Kenya,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1294.479678,1919.670286,760.417737
Incidence,Andorra,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,4.517336265,6.917357138,2.762639022
Incidence,Argentina,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,5091.971312,6700.805735,3627.02272
Incidence,Equatorial Guinea,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,65.66319333,90.54819963,45.32106368
Incidence,Lao People's Democratic Republic,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,476.3232057,672.4098809,312.6186447
Incidence,Marshall Islands,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,2.494260689,3.671428554,1.566028016
Incidence,New Zealand,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,167.8426736,218.934599,122.4432124
Incidence,Congo,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,275.6460757,382.3343571,188.7876741
Incidence,Guinea,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,218.5582974,323.133294,138.7854531
Incidence,Hungary,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,639.731288,936.0840959,402.9254413
Incidence,Montenegro,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,14.56502487,21.2448493,9.334880152
Incidence,Namibia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,144.7517764,204.6035653,97.94353018
Incidence,Israel,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,342.7592091,498.2896122,218.9571369
Incidence,Central African Republic,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,355.9064654,512.3048923,226.0136017
Incidence,Russian Federation,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,7472.208724,11211.98443,4447.430969
Incidence,Venezuela (Bolivarian Republic of),Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,2170.357511,2888.271186,1487.097886
Incidence,Indonesia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,24399.19601,34505.11433,14827.82599
Incidence,South Africa,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,2121.477092,3046.861881,1321.223314
Incidence,North Macedonia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,117.7882295,170.5977697,77.51915391
Incidence,Yemen,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1745.291414,2261.245477,1305.999668
Incidence,Ghana,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,729.7480016,1094.762169,459.2225476
Incidence,Libya,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,524.1735057,683.8094871,386.8674424
Incidence,Sudan,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1680.923714,2232.836703,1215.548442
Incidence,Italy,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,9189.627677,11781.33055,6898.622716
Incidence,Samoa,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,7.333202864,10.73230232,4.780438396
Incidence,Malaysia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1505.395643,2098.602125,1046.903431
Incidence,Dominican Republic,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,760.190348,1108.895589,493.1063697
Incidence,Guinea-Bissau,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,43.30675503,66.50713941,26.64703708
Incidence,Bangladesh,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,6038.266961,8921.44427,3998.62346
Incidence,Dominica,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,2.526950804,3.644780465,1.656053227
Incidence,Poland,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1811.500151,2588.686014,1170.96531
Incidence,Ukraine,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,2270.121355,3650.029491,1115.941838
Incidence,China,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,113123.2503,149239.6954,79823.32177
Incidence,Paraguay,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,246.5683986,352.2104985,164.9697915
Incidence,Micronesia (Federated States of),Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,4.704004455,6.955443782,2.992695798
Incidence,Ecuador,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,892.5661188,1284.716885,563.9613593
Incidence,Brazil,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,11481.4848,15342.41544,7987.445334
Incidence,Austria,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,596.7598932,893.9200568,376.0789074
Incidence,Uzbekistan,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,4743.637241,6715.041453,3202.267339
Incidence,Tajikistan,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1002.334052,1447.849952,686.8085506
Incidence,Solomon Islands,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,31.92587284,46.56242753,19.57308906
Incidence,Liberia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,89.42278079,136.4772235,54.65446239
Incidence,Romania,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,2744.152645,4004.203466,1729.883613
Incidence,Afghanistan,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1972.262704,2656.565821,1369.997114
Incidence,Luxembourg,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,39.71047978,59.4640764,24.60585028
Incidence,Morocco,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,3107.332377,4063.665903,2292.651736
Incidence,Gabon,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,77.93953154,106.9067692,53.54053843
Incidence,Turkmenistan,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,588.0033743,837.8775963,387.1298946
Incidence,Benin,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,283.3205205,423.7328163,182.5554545
Incidence,Eswatini,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,57.2381962,81.99651891,37.78813097
Incidence,Maldives,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,23.95368213,33.7182003,16.61482381
Incidence,South Sudan,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,353.4536262,510.6556238,226.8608038
Incidence,Palestine,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,330.8096604,419.5124334,247.5555368
Incidence,Haiti,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,626.7892148,928.6745959,390.1352025
Incidence,Canada,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,3477.250043,4489.295655,2543.069123
Incidence,Belgium,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,741.8962011,1076.065818,479.5932331
Incidence,Costa Rica,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,540.9367382,715.6551212,375.8518541
Incidence,Jamaica,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,53.98160468,78.32359969,35.71696307
Incidence,Cyprus,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,59.64533236,89.25040916,38.01226854
Incidence,El Salvador,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,761.0829675,995.1882688,544.3436505
Incidence,Philippines,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,5914.172145,8176.318516,3867.985519
Incidence,Papua New Guinea,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,140.8685835,206.5141314,89.57312893
Incidence,Niue,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,0.064067783,0.091902178,0.041179215
Incidence,American Samoa,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1.463168722,2.123053865,0.950998057
Incidence,Zimbabwe,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,691.8126192,976.8270961,465.0880695
Incidence,Kuwait,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,357.6946931,463.2303935,261.9747129
Incidence,Mali,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,491.9767254,731.0301981,306.3511631
Incidence,Chile,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,3360.597197,4450.78261,2376.292674
Incidence,Bhutan,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,44.50954056,66.22677148,27.48881537
Incidence,Burkina Faso,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,436.2412533,656.0182144,264.6841056
Incidence,Burundi,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,510.2796249,724.1074079,339.2713134
Incidence,Myanmar,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,6202.991153,8852.975143,4065.223822
Incidence,Malta,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,12.80849137,18.82742076,8.135492371
Incidence,Northern Mariana Islands,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,3.003030462,4.524033043,1.808597733
Incidence,India,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,54161.75711,80105.38643,31977.92068
Incidence,Mozambique,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,847.5937062,1188.679743,559.5559737
Incidence,Peru,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1396.306224,2082.624756,881.1654051
Incidence,Nigeria,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,4101.842557,5985.560552,2408.061497
Incidence,Palau,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,0.956120509,1.39881981,0.593439528
Incidence,Norway,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,156.1278022,212.3143617,106.6757675
Incidence,Netherlands,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,514.8957005,751.5341194,327.0286039
Incidence,United States of America,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,46639.12997,57562.06937,35685.08748
Incidence,Lebanon,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,458.0247597,601.435876,339.4654172
Incidence,Rwanda,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1304.620806,1687.806625,959.270791
Incidence,Seychelles,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,10.83313923,15.20295251,7.240639619
Incidence,Uruguay,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,245.9280886,323.6848579,173.8872151
Incidence,Sri Lanka,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,1769.902877,2432.348241,1197.533314
Incidence,Nepal,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,658.2662153,1050.231889,389.0152495
Incidence,Puerto Rico,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,225.9717981,322.7881281,146.4669996
Incidence,Brunei Darussalam,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,17.98138831,26.40264495,11.52807512
Incidence,Grenada,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,5.786899069,8.367346851,3.720851056
Incidence,Portugal,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,483.3112619,726.9001477,297.7583311
Incidence,Serbia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,379.5918123,540.9560068,249.3870201
Incidence,Colombia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,2549.15758,3384.304466,1807.296002
Incidence,Somalia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,942.1817773,1369.752941,621.8687104
Incidence,Mauritania,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,86.94672048,129.5014243,55.15446924
Incidence,Denmark,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,231.1858496,343.8208295,143.0772178
Incidence,Slovakia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,466.6346053,692.1112221,296.7997183
Incidence,Saint Kitts and Nevis,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,4.510974113,6.6466767,2.841470744
Incidence,Niger,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,511.1610194,775.043859,312.7384133
Incidence,Guyana,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,65.22475687,94.80718875,42.56735181
Incidence,Algeria,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,3470.571586,4566.424191,2582.994101
Incidence,United Republic of Tanzania,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,2492.722639,3452.081971,1710.146417
Incidence,Tonga,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,4.751983203,6.864438262,3.049427372
Incidence,Slovenia,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,170.6495672,251.4154948,107.0739463
Incidence,Vanuatu,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,15.00082021,22.50747327,9.312591397
Incidence,Oman,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,500.3249475,640.0870001,367.6610953
Incidence,Qatar,Both,All ages,Cirrhosis and other chronic liver diseases due to hepatitis C,Number,2019,474.7741854,610.4655425,353.4974852
